target,gender_F,income_high,income_low,country_USA,country_India,country_UK,age,time_since_last_gift,time_since_first_gift,max_gift,min_gift,mean_gift,number_gift
0,1,1,0,0,1,0,60,503,1209,115.0,53.0,75.75,4
0,1,0,0,0,1,0,64,699,1889,122.0,104.0,110.0,3
0,0,0,0,0,1,0,91,502,2592,96.0,64.0,88.0,6
0,1,0,0,0,1,0,23,1205,2161,138.0,77.0,101.5,4
0,1,0,0,0,1,0,52,374,2143,97.0,55.0,81.4,5
0,1,0,0,1,0,0,26,202,2744,95.0,49.0,80.57142857142857,7
0,1,0,0,0,1,0,58,753,2687,121.0,40.0,88.9,10
0,0,1,0,0,0,1,81,1190,2659,109.0,63.0,80.75,8
0,0,0,0,0,1,0,51,860,2611,95.0,54.0,75.14285714285714,7
0,0,0,1,1,0,0,84,286,286,108.0,108.0,108.0,1
0,0,1,0,0,1,0,42,1044,2493,130.0,68.0,98.1,10
0,1,0,0,1,0,0,44,836,2714,119.0,76.0,99.4,10
0,1,1,0,1,0,0,54,628,2568,121.0,59.0,96.125,8
0,1,0,1,0,1,0,65,481,2633,95.0,42.0,62.14285714285714,7
0,0,0,0,0,1,0,48,256,2706,89.0,38.0,65.5,6
0,1,1,0,0,1,0,60,786,786,93.0,93.0,93.0,1
0,1,0,0,1,0,0,79,1426,2453,127.0,59.0,96.42857142857143,7
0,1,0,1,1,0,0,66,603,2766,109.0,66.0,87.33333333333331,6
0,1,0,1,0,1,0,45,312,2302,135.0,81.0,102.625,8
0,0,0,0,1,0,0,59,339,339,85.0,85.0,85.0,1
0,1,0,0,0,0,1,40,937,2565,132.0,57.0,92.88888888888887,9
0,1,0,0,0,1,0,30,1077,1182,105.0,96.0,100.5,2
0,1,0,0,0,1,0,27,721,2641,119.0,87.0,103.33333333333331,9
0,1,1,0,0,1,0,50,438,2125,151.0,141.0,146.0,2
0,1,0,0,1,0,0,75,219,2548,100.0,50.0,68.875,8
0,0,1,0,0,1,0,42,855,2718,113.0,71.0,91.6,5
0,1,0,0,0,0,1,100,1429,2162,85.0,45.0,65.0,2
0,0,0,1,0,1,0,46,1395,2514,107.0,63.0,83.85714285714286,7
0,0,0,1,0,1,0,67,1424,2673,153.0,61.0,98.28571428571428,7
0,0,0,0,0,1,0,54,712,2701,133.0,74.0,104.75,4
0,1,0,1,0,1,0,48,252,2689,129.0,87.0,106.33333333333331,3
0,1,0,0,1,0,0,25,247,2134,108.0,77.0,91.375,8
0,0,1,0,0,1,0,55,702,1903,105.0,83.0,96.25,4
0,1,1,0,0,1,0,68,1231,2357,121.0,102.0,109.25,4
0,0,0,0,1,0,0,49,413,413,88.0,88.0,88.0,1
0,0,1,0,1,0,0,57,607,2447,112.0,73.0,88.33333333333331,3
0,0,1,0,1,0,0,71,446,2617,144.0,108.0,124.16666666666669,6
0,0,0,0,1,0,0,53,966,2319,93.0,68.0,78.5,4
0,0,0,0,1,0,0,69,699,2603,101.0,51.0,84.66666666666667,6
0,1,0,0,0,1,0,41,294,1543,122.0,102.0,112.8,5
1,0,0,0,0,1,0,19,483,2004,117.0,91.0,104.33333333333331,3
0,1,0,0,0,1,0,55,829,1810,99.0,69.0,88.33333333333331,3
0,1,1,0,1,0,0,60,138,2364,88.0,78.0,83.0,2
0,0,0,0,1,0,0,60,566,2764,113.0,91.0,99.8,5
0,1,0,0,0,1,0,34,698,2616,127.0,75.0,96.57142857142857,7
0,0,1,0,0,0,1,60,716,2413,158.0,97.0,113.75,4
0,1,1,0,0,1,0,66,454,454,75.0,75.0,75.0,1
0,0,0,0,1,0,0,81,358,2151,105.0,65.0,81.75,4
0,1,0,0,0,1,0,52,592,1412,103.0,81.0,92.0,2
0,1,0,0,0,1,0,71,1199,2645,139.0,70.0,96.33333333333331,6
0,0,0,1,0,1,0,51,1119,1894,128.0,65.0,97.33333333333331,6
0,0,0,1,1,0,0,67,795,2373,89.0,61.0,74.8,5
0,1,0,1,1,0,0,35,100,1861,145.0,78.0,108.11111111111113,9
0,1,0,0,0,1,0,88,1235,1235,103.0,103.0,103.0,1
0,1,0,0,0,0,1,65,1313,2616,115.0,106.0,110.5,2
0,1,0,1,0,1,0,45,704,704,108.0,108.0,108.0,1
0,0,1,0,0,1,0,34,433,2708,118.0,56.0,87.0,4
0,0,1,0,0,0,1,66,754,1592,102.0,87.0,94.5,2
1,0,0,0,1,0,0,52,105,2358,116.0,60.0,84.0,6
0,0,1,0,0,1,0,46,420,2602,104.0,47.0,82.66666666666667,9
0,1,1,0,0,1,0,39,592,2354,104.0,61.0,87.8,5
1,0,1,0,0,0,1,60,216,2599,182.0,65.0,126.85714285714286,7
0,1,0,1,0,1,0,30,858,2736,128.0,69.0,103.11111111111113,9
0,0,0,0,1,0,0,40,700,2562,88.0,86.0,87.0,2
0,0,0,0,0,1,0,25,846,1910,129.0,38.0,90.0,6
0,1,0,1,1,0,0,51,284,2608,128.0,66.0,100.44444444444444,9
0,1,0,0,1,0,0,25,550,1930,111.0,90.0,97.0,3
0,0,0,0,1,0,0,77,132,132,40.0,40.0,40.0,1
1,0,0,0,0,1,0,64,228,2737,146.0,77.0,113.625,8
0,0,0,0,1,0,0,56,282,2661,101.0,55.0,82.42857142857143,7
0,0,0,0,0,1,0,86,1029,2528,116.0,69.0,99.5,8
0,1,0,0,1,0,0,62,880,2056,93.0,90.0,91.5,2
0,0,0,0,0,1,0,62,335,2547,88.0,50.0,73.5,6
0,1,0,1,0,1,0,19,891,2647,105.0,73.0,89.33333333333331,3
0,0,0,0,0,1,0,51,1078,1162,69.0,60.0,64.5,2
0,1,0,0,1,0,0,70,1579,2341,106.0,85.0,98.5,4
0,1,1,0,0,0,1,46,796,1599,123.0,87.0,105.0,2
0,1,0,0,1,0,0,32,1024,2749,116.0,72.0,92.33333333333331,6
1,0,0,0,1,0,0,78,110,2620,120.0,76.0,99.0,14
0,0,0,0,0,1,0,66,921,2616,102.0,53.0,83.66666666666667,9
0,0,1,0,1,0,0,67,768,2711,100.0,88.0,94.25,4
0,1,1,0,0,1,0,30,538,2745,113.0,58.0,79.0,6
0,0,1,0,1,0,0,50,855,2658,114.0,68.0,91.875,8
0,0,0,1,0,1,0,56,338,2169,94.0,56.0,77.4,5
0,0,0,1,0,1,0,28,1456,2669,123.0,85.0,110.8,5
0,0,0,0,1,0,0,68,566,2590,111.0,55.0,73.5,6
0,0,1,0,1,0,0,61,982,2230,112.0,70.0,93.4,5
0,1,0,0,0,0,1,52,191,1601,106.0,55.0,78.5,4
0,1,1,0,0,1,0,69,257,1220,127.0,45.0,91.25,4
0,1,1,0,1,0,0,35,1197,2521,119.0,65.0,93.33333333333331,9
0,0,0,0,0,1,0,60,866,2555,105.0,84.0,94.4,5
0,1,0,0,1,0,0,74,551,2663,107.0,69.0,93.14285714285714,7
0,1,1,0,1,0,0,60,1011,2653,102.0,64.0,78.2,5
0,1,0,0,0,1,0,43,230,2162,99.0,73.0,83.6,5
0,0,0,0,1,0,0,54,547,2009,143.0,50.0,89.16666666666669,6
0,0,0,0,1,0,0,22,1072,1072,82.0,82.0,82.0,1
0,0,0,1,1,0,0,44,768,1980,101.0,73.0,86.5,4
0,1,0,1,1,0,0,66,620,620,80.0,80.0,80.0,1
0,1,0,0,1,0,0,68,785,785,99.0,99.0,99.0,1
1,1,0,0,0,1,0,89,677,2740,128.0,71.0,106.53846153846152,13
0,1,0,1,0,1,0,73,322,1894,83.0,34.0,67.75,4
0,1,0,0,0,1,0,48,453,2145,108.0,71.0,93.33333333333331,3
0,1,0,0,1,0,0,44,858,1290,111.0,84.0,100.75,4
0,1,0,0,0,1,0,52,961,989,103.0,91.0,97.0,2
0,0,0,0,0,1,0,49,525,1766,125.0,100.0,109.42857142857143,7
0,1,0,0,1,0,0,23,1466,2659,121.0,61.0,92.14285714285714,7
0,1,0,1,0,1,0,39,1320,2663,118.0,29.0,69.8,5
0,0,1,0,1,0,0,54,844,2464,121.0,70.0,95.4,5
0,0,0,0,0,0,1,43,633,1864,76.0,61.0,67.25,4
0,1,0,0,1,0,0,67,1216,1963,121.0,106.0,113.5,2
0,1,0,0,0,1,0,89,763,2477,102.0,68.0,86.75,4
0,0,0,0,0,1,0,23,856,1451,151.0,83.0,124.33333333333331,3
0,1,0,1,0,1,0,41,984,1807,112.0,62.0,87.0,2
0,0,0,0,1,0,0,79,519,519,121.0,121.0,121.0,1
0,0,0,0,1,0,0,61,650,2140,134.0,101.0,117.5,2
0,0,1,0,0,1,0,60,959,959,77.0,77.0,77.0,1
0,1,0,0,1,0,0,66,920,2440,83.0,80.0,81.5,2
0,1,0,0,0,1,0,63,548,548,102.0,102.0,102.0,1
0,1,0,0,1,0,0,41,492,2644,122.0,91.0,104.0,9
0,0,1,0,0,1,0,24,860,860,70.0,70.0,70.0,1
0,1,0,0,1,0,0,28,451,2499,120.0,45.0,79.0,4
0,0,0,0,0,1,0,60,1069,2659,122.0,59.0,96.2,5
0,1,0,0,1,0,0,73,927,2725,113.0,34.0,83.2,5
0,1,0,0,0,1,0,82,864,1652,147.0,107.0,127.0,2
0,0,0,0,1,0,0,47,465,2698,95.0,64.0,86.5,4
0,1,0,0,0,1,0,53,62,2322,96.0,73.0,83.5,6
0,1,0,0,0,1,0,86,1278,1964,92.0,71.0,84.75,4
0,1,0,0,1,0,0,69,773,2740,127.0,81.0,100.5,8
0,1,0,0,1,0,0,52,857,1491,80.0,70.0,75.66666666666667,3
0,1,0,0,1,0,0,56,332,2695,91.0,91.0,91.0,2
0,1,0,0,1,0,0,83,868,2312,143.0,77.0,110.66666666666669,9
0,0,0,1,0,1,0,60,843,843,70.0,70.0,70.0,1
0,1,0,0,0,1,0,60,650,2735,125.0,67.0,99.16666666666669,6
0,1,0,0,1,0,0,71,603,2736,114.0,50.0,84.0,6
0,0,0,0,0,1,0,78,1177,2660,100.0,70.0,87.0,4
0,0,1,0,1,0,0,57,887,887,102.0,102.0,102.0,1
0,0,0,0,1,0,0,71,880,2545,113.0,68.0,91.14285714285714,7
0,1,0,0,0,0,1,51,711,2642,95.0,54.0,78.66666666666667,6
0,0,0,0,0,1,0,40,707,2706,133.0,84.0,102.83333333333331,6
0,0,0,1,0,1,0,20,702,1612,126.0,94.0,108.25,4
0,1,0,1,1,0,0,37,767,2440,87.0,29.0,57.14285714285714,7
1,1,1,0,0,1,0,55,562,2611,133.0,73.0,101.08333333333331,12
0,1,0,0,0,1,0,20,945,2162,121.0,89.0,101.33333333333331,3
0,0,0,0,0,1,0,36,496,1690,112.0,80.0,99.0,3
0,1,0,0,1,0,0,29,255,2468,150.0,90.0,116.8,10
0,1,1,0,0,1,0,36,1118,2760,129.0,76.0,108.75,4
0,1,1,0,0,0,1,63,716,2277,115.0,89.0,101.0,3
0,0,0,0,0,1,0,62,499,499,93.0,93.0,93.0,1
0,0,0,0,0,1,0,51,771,771,93.0,93.0,93.0,1
0,0,0,0,0,1,0,51,1000,2500,97.0,54.0,74.2,5
0,0,0,0,1,0,0,43,1123,2767,116.0,59.0,84.0,8
0,1,0,0,0,0,1,66,94,1636,99.0,26.0,70.75,8
0,1,0,1,0,1,0,32,742,2218,120.0,96.0,105.0,5
0,1,0,0,1,0,0,80,795,2236,111.0,79.0,95.75,4
0,1,0,0,0,1,0,48,805,2716,108.0,59.0,88.0,8
0,0,0,1,0,1,0,35,1145,2675,148.0,56.0,90.0,6
0,0,1,0,0,1,0,43,248,2738,98.0,54.0,80.0,7
0,0,0,1,0,1,0,20,470,1246,121.0,98.0,109.5,2
0,1,0,0,1,0,0,43,300,1969,96.0,44.0,79.57142857142857,7
0,1,0,1,0,1,0,52,321,2211,115.0,103.0,107.5,4
0,1,0,0,0,1,0,49,329,2088,137.0,82.0,100.54545454545456,11
0,0,0,0,0,1,0,50,912,2662,122.0,73.0,94.22222222222223,9
0,0,1,0,0,1,0,28,1095,2635,120.0,51.0,84.66666666666667,12
0,1,0,0,1,0,0,52,716,2669,94.0,31.0,61.625,8
0,0,0,0,1,0,0,64,961,2631,122.0,69.0,86.57142857142857,7
0,0,0,1,1,0,0,73,903,2355,119.0,45.0,91.875,8
0,0,0,0,1,0,0,49,777,2401,123.0,79.0,100.16666666666669,6
0,1,0,0,0,1,0,67,648,1983,102.0,64.0,81.5,6
0,0,1,0,1,0,0,74,395,2542,130.0,59.0,100.44444444444444,9
0,0,1,0,0,1,0,83,878,1549,119.0,75.0,93.5,4
0,0,0,0,0,1,0,48,913,913,48.0,48.0,48.0,1
1,0,0,0,0,1,0,45,164,2123,119.0,31.0,86.875,8
0,1,0,0,0,1,0,48,285,2459,125.0,63.0,84.0,12
0,0,1,0,0,0,1,41,1357,2250,103.0,41.0,69.75,4
0,0,0,0,0,1,0,60,237,765,85.0,68.0,76.5,2
0,1,0,0,1,0,0,62,299,2088,127.0,67.0,94.0,4
0,1,0,0,0,1,0,36,501,2767,90.0,53.0,72.66666666666667,6
0,0,0,0,0,1,0,64,859,1880,110.0,51.0,82.5,4
0,0,0,0,0,1,0,50,556,556,70.0,70.0,70.0,1
0,0,0,0,0,1,0,84,722,722,108.0,108.0,108.0,1
0,1,0,0,0,1,0,37,126,2144,105.0,63.0,78.0,5
0,1,0,1,1,0,0,55,892,2253,123.0,74.0,98.5,2
0,0,0,0,1,0,0,28,984,2671,164.0,63.0,91.30769230769229,13
0,0,1,0,0,0,1,62,409,2481,116.0,72.0,91.75,4
0,1,0,1,0,1,0,23,801,2365,114.0,85.0,103.66666666666669,3
0,0,0,0,0,1,0,83,981,2306,105.0,75.0,90.66666666666669,3
0,1,0,0,0,1,0,27,525,2411,131.0,71.0,99.8,5
0,0,0,1,1,0,0,61,656,1407,89.0,85.0,87.0,2
0,0,0,1,0,1,0,80,668,2613,105.0,61.0,88.5,10
0,1,0,0,1,0,0,29,1385,1851,112.0,82.0,92.0,3
0,0,0,0,0,1,0,60,582,2358,73.0,66.0,69.5,2
0,1,0,1,0,1,0,60,260,2691,116.0,66.0,93.25,4
0,1,0,0,0,1,0,53,482,2636,113.0,65.0,88.9,10
0,0,0,1,0,0,1,54,154,1948,127.0,59.0,92.83333333333331,6
0,1,1,0,0,1,0,56,151,151,94.0,94.0,94.0,1
0,1,0,0,0,1,0,44,1012,2651,134.0,82.0,104.5,4
0,1,0,1,0,1,0,95,165,2278,101.0,77.0,92.5,4
0,0,0,1,1,0,0,50,1046,1046,68.0,68.0,68.0,1
0,1,0,1,1,0,0,60,648,648,99.0,99.0,99.0,1
0,1,0,0,0,1,0,29,1049,2749,127.0,101.0,111.33333333333331,3
0,1,0,0,0,1,0,74,817,817,100.0,100.0,100.0,1
0,0,0,0,1,0,0,67,897,1503,100.0,95.0,97.5,2
0,1,0,1,0,0,1,58,990,2628,120.0,83.0,99.16666666666669,6
0,1,1,0,0,1,0,30,885,2589,98.0,55.0,79.25,4
0,0,1,0,1,0,0,37,199,199,96.0,96.0,96.0,1
0,0,1,0,0,1,0,51,787,2637,127.0,55.0,95.71428571428572,7
0,0,0,0,0,1,0,60,926,2624,107.0,74.0,92.5,4
1,0,0,0,0,0,1,44,190,2455,113.0,34.0,70.27272727272727,11
0,0,1,0,0,1,0,27,928,2539,140.0,89.0,106.11111111111113,9
0,1,1,0,0,1,0,29,641,2561,111.0,56.0,92.8,5
0,1,0,0,0,0,1,39,879,1867,103.0,81.0,92.25,4
0,1,0,1,1,0,0,45,667,2523,126.0,82.0,97.44444444444444,9
0,0,1,0,0,1,0,62,1156,1156,73.0,73.0,73.0,1
0,0,1,0,1,0,0,71,1350,2682,134.0,85.0,105.75,4
1,0,1,0,1,0,0,41,547,2692,146.0,90.0,107.15384615384615,13
0,1,0,0,0,0,1,45,1005,2534,112.0,71.0,85.85714285714286,7
1,1,0,0,0,1,0,30,779,2468,135.0,96.0,113.66666666666669,3
0,0,0,1,0,1,0,50,39,2553,144.0,108.0,117.8,5
0,0,1,0,1,0,0,67,1076,2589,115.0,47.0,81.14285714285714,7
0,0,1,0,1,0,0,32,987,2009,125.0,86.0,102.6,5
0,0,0,1,0,1,0,44,881,2726,138.0,76.0,99.25,8
0,1,0,0,0,1,0,28,922,2027,97.0,33.0,75.75,4
0,0,0,0,0,0,1,56,440,2719,125.0,80.0,101.33333333333331,6
0,1,0,0,1,0,0,66,670,1677,99.0,51.0,73.4,5
0,0,0,1,0,0,1,64,1016,2068,94.0,63.0,77.66666666666667,3
0,0,0,0,0,1,0,60,508,2643,111.0,59.0,90.8,5
0,0,0,0,0,1,0,77,856,1849,109.0,71.0,92.4,5
0,1,0,1,1,0,0,50,1757,2673,89.0,64.0,78.25,4
0,0,0,0,0,1,0,70,1165,1987,142.0,91.0,115.5,4
0,1,0,0,0,1,0,35,648,2438,142.0,85.0,108.66666666666669,3
0,0,0,0,0,1,0,85,270,957,105.0,92.0,98.5,2
0,1,0,0,0,1,0,36,205,2365,71.0,41.0,62.83333333333334,6
0,0,0,1,0,1,0,38,646,2266,90.0,77.0,81.66666666666667,3
0,0,0,0,1,0,0,66,459,459,83.0,83.0,83.0,1
0,0,0,0,0,1,0,33,144,2704,116.0,53.0,86.08333333333331,12
0,1,0,0,0,1,0,29,1526,1526,57.0,57.0,57.0,1
0,0,0,0,1,0,0,43,415,1312,94.0,41.0,73.375,8
0,0,0,0,0,0,1,82,1183,1656,90.0,60.0,74.0,4
0,0,0,0,0,1,0,71,477,2478,136.0,31.0,75.28571428571429,7
0,1,0,0,1,0,0,44,248,2013,101.0,61.0,79.0,7
0,0,1,0,0,0,1,27,582,2641,136.0,40.0,96.54545454545456,11
0,0,1,0,0,1,0,53,719,1593,110.0,82.0,97.66666666666669,6
0,1,0,1,0,1,0,45,816,2306,137.0,91.0,108.16666666666669,6
0,0,0,0,1,0,0,63,332,2729,101.0,74.0,83.66666666666667,3
0,0,0,0,0,1,0,58,1780,2615,117.0,47.0,92.0,5
0,1,0,1,0,1,0,53,988,1932,101.0,64.0,80.8,5
0,1,1,0,0,1,0,81,568,1005,120.0,69.0,90.33333333333331,3
0,0,0,1,0,1,0,24,913,2758,162.0,75.0,102.0,6
0,0,0,0,0,0,1,91,841,2113,100.0,78.0,92.75,4
0,0,0,0,1,0,0,37,1143,1143,79.0,79.0,79.0,1
0,1,0,0,0,1,0,36,277,2232,118.0,74.0,98.0,4
0,0,0,0,0,1,0,29,900,2486,95.0,52.0,79.42857142857143,7
1,0,0,0,0,0,1,74,493,1747,141.0,74.0,111.4,5
0,1,0,0,0,1,0,36,804,2686,136.0,40.0,96.4,10
0,1,0,0,1,0,0,66,344,2152,121.0,76.0,99.14285714285714,7
0,1,0,0,1,0,0,43,1042,1205,94.0,74.0,86.66666666666669,3
0,0,0,0,1,0,0,33,447,2231,138.0,45.0,93.75,8
0,1,0,0,0,1,0,75,1135,2526,131.0,64.0,106.25,12
0,1,0,1,0,0,1,60,839,839,115.0,115.0,115.0,1
0,0,0,1,0,1,0,43,1009,2454,94.0,41.0,61.0,4
0,1,0,0,0,1,0,43,525,2633,130.0,77.0,111.77777777777777,9
0,0,0,0,1,0,0,35,764,2146,138.0,82.0,106.5,8
0,0,0,0,1,0,0,21,1256,2063,121.0,68.0,87.6,5
0,0,0,1,0,0,1,60,837,2660,111.0,63.0,87.7142857142857,7
0,1,1,0,1,0,0,53,291,1329,86.0,14.0,57.0,3
0,1,0,0,0,1,0,60,223,2569,121.0,82.0,96.0,5
1,1,0,0,1,0,0,63,651,2440,112.0,76.0,96.8,5
0,0,0,1,0,1,0,50,1182,2599,101.0,62.0,86.0,3
0,0,0,0,0,1,0,60,920,2754,132.0,68.0,102.25,4
0,0,1,0,1,0,0,43,1323,2750,137.0,60.0,111.375,8
0,1,0,0,1,0,0,78,120,627,96.0,85.0,90.5,2
1,1,0,0,1,0,0,50,1005,2372,95.0,41.0,67.28571428571429,7
0,1,0,0,0,1,0,86,838,1605,142.0,104.0,118.0,5
0,0,0,0,0,1,0,89,258,2622,111.0,33.0,74.3,10
0,0,0,1,0,1,0,63,565,2324,126.0,85.0,104.8,5
0,1,0,0,0,0,1,53,628,2747,142.0,84.0,102.5,4
0,0,0,1,0,1,0,35,1075,2708,133.0,59.0,91.0,3
0,1,0,1,0,1,0,57,832,2584,110.0,72.0,91.5,6
1,1,0,0,1,0,0,62,653,2647,147.0,79.0,110.6,10
0,0,0,0,1,0,0,24,1651,1651,108.0,108.0,108.0,1
0,1,1,0,0,1,0,33,476,2521,87.0,42.0,70.0,7
0,0,0,0,1,0,0,52,313,2606,122.0,71.0,90.77777777777777,9
0,0,0,0,0,1,0,43,612,2653,126.0,63.0,91.875,8
1,1,0,0,0,1,0,88,619,2726,131.0,62.0,91.75,8
0,1,0,0,1,0,0,44,670,2702,116.0,59.0,85.3,10
0,0,0,0,0,1,0,54,1302,2726,97.0,40.0,64.0,10
0,0,0,1,0,1,0,38,1722,2378,123.0,85.0,104.0,2
0,0,0,0,0,1,0,53,438,1206,119.0,71.0,101.8,5
0,0,0,1,0,1,0,77,1097,2111,110.0,56.0,85.66666666666667,6
0,1,0,0,1,0,0,51,618,2455,105.0,61.0,90.66666666666669,9
0,1,0,0,0,1,0,51,1421,2353,104.0,87.0,97.33333333333331,3
0,1,0,0,1,0,0,104,377,1862,91.0,69.0,79.5,4
0,1,0,0,1,0,0,43,764,764,100.0,100.0,100.0,1
1,1,0,1,0,1,0,35,288,2571,113.0,84.0,94.16666666666669,6
0,0,0,1,0,1,0,55,301,2723,123.0,78.0,108.0,4
0,0,1,0,1,0,0,49,301,2417,138.0,71.0,90.4,5
0,1,0,0,0,1,0,70,95,2665,114.0,54.0,90.375,8
0,0,0,0,0,1,0,57,996,2685,136.0,84.0,97.75,4
0,0,0,0,1,0,0,60,390,2697,131.0,80.0,110.36363636363636,11
0,0,0,0,0,1,0,69,648,2737,128.0,43.0,82.85714285714286,7
0,0,0,0,1,0,0,72,577,2315,111.0,36.0,65.0,6
0,0,1,0,1,0,0,46,726,2650,105.0,83.0,96.71428571428572,7
0,0,0,0,1,0,0,60,778,2668,127.0,73.0,97.6,5
1,0,0,1,0,1,0,64,830,2730,149.0,64.0,104.9090909090909,11
1,1,1,0,1,0,0,69,383,2737,128.0,49.0,105.36363636363636,11
0,0,0,0,1,0,0,59,402,2460,104.0,87.0,96.8,5
0,1,0,0,1,0,0,50,424,424,106.0,106.0,106.0,1
0,1,1,0,0,1,0,39,195,195,111.0,111.0,111.0,1
0,0,0,0,1,0,0,55,905,905,76.0,76.0,76.0,1
0,1,0,0,1,0,0,86,361,2714,148.0,99.0,122.55555555555556,9
0,1,1,0,1,0,0,51,368,1339,73.0,27.0,50.0,2
0,1,1,0,0,1,0,49,879,2436,104.0,73.0,86.8,5
0,0,1,0,0,1,0,63,576,2631,95.0,48.0,74.75,4
0,1,1,0,0,1,0,74,121,2411,132.0,72.0,100.88888888888887,9
1,0,0,0,0,1,0,27,584,2713,134.0,69.0,90.6,10
0,0,1,0,0,1,0,68,281,2693,119.0,54.0,85.83333333333333,6
0,0,0,0,1,0,0,60,1030,2260,104.0,61.0,85.66666666666667,6
0,1,0,1,1,0,0,45,355,1940,100.0,56.0,75.0,5
0,0,0,0,1,0,0,36,1077,2369,125.0,70.0,95.33333333333331,6
0,1,0,0,1,0,0,60,437,1123,116.0,78.0,100.33333333333331,3
0,0,0,0,1,0,0,53,1221,2679,127.0,41.0,90.11111111111113,9
0,1,0,1,0,1,0,55,1079,1804,114.0,50.0,91.875,8
0,0,0,0,1,0,0,73,477,2236,123.0,117.0,120.0,3
0,1,0,0,0,1,0,22,535,2259,83.0,32.0,65.66666666666667,3
0,0,0,0,0,1,0,57,322,2625,127.0,110.0,120.25,4
0,1,0,0,1,0,0,47,332,332,71.0,71.0,71.0,1
0,1,1,0,1,0,0,39,707,2462,96.0,39.0,72.63636363636364,11
0,1,0,0,1,0,0,40,650,2564,110.0,39.0,80.71428571428571,7
1,1,0,0,1,0,0,60,1420,2184,103.0,56.0,81.5,6
0,1,0,0,0,1,0,44,129,2066,89.0,68.0,75.33333333333333,3
0,1,0,0,0,1,0,63,883,2715,101.0,69.0,83.42857142857143,7
0,1,0,1,0,1,0,44,977,2667,103.0,60.0,87.63636363636364,11
0,0,0,0,0,1,0,60,926,2353,117.0,62.0,88.33333333333331,6
0,1,0,0,1,0,0,60,908,2201,101.0,63.0,88.5,4
0,1,0,1,1,0,0,34,305,2340,115.0,59.0,90.66666666666669,3
0,1,1,0,0,0,1,51,271,2460,136.0,71.0,103.33333333333331,9
0,1,0,0,0,1,0,58,883,2611,125.0,93.0,108.25,4
0,1,1,0,0,1,0,43,1061,1843,106.0,49.0,72.33333333333333,3
0,1,0,0,0,1,0,54,41,2720,91.0,40.0,73.8,5
0,1,0,0,1,0,0,87,581,581,49.0,49.0,49.0,1
0,0,0,0,0,1,0,52,679,2450,112.0,64.0,89.55555555555556,9
1,1,0,0,1,0,0,82,773,2567,153.0,91.0,123.0,4
0,1,0,0,0,1,0,44,1065,2762,71.0,35.0,58.22222222222222,9
0,1,0,0,1,0,0,60,863,2456,107.0,52.0,83.25,4
0,0,0,0,1,0,0,33,666,1831,139.0,87.0,116.66666666666669,3
0,1,0,0,0,1,0,60,338,1838,67.0,39.0,53.0,2
0,1,0,1,1,0,0,60,653,2204,66.0,49.0,59.66666666666666,3
0,1,0,0,0,1,0,46,464,464,85.0,85.0,85.0,1
